words,00s,10s,20s,50s,60s,70s,80s,90s
413,0,0,1,0,0,0,0,0
414,0,0,1,0,0,0,0,0
415,0,0,1,0,0,0,0,0
416,0,0,1,0,0,0,0,0
417,0,0,1,0,0,0,0,0
418,0,0,1,0,0,0,0,0
419,0,0,1,0,0,0,0,0
42,0,1,2,0,0,0,0,1
420,0,0,2,0,0,0,0,0
421,0,0,1,0,0,0,0,0
422,0,0,1,0,0,0,0,0
423,0,0,1,0,0,0,0,0
424,0,0,1,0,0,0,0,0
425,0,0,1,0,0,0,0,0
426,0,0,1,0,0,0,0,0
427,0,0,1,0,0,0,0,0
4275,0,0,1,0,0,0,0,0
428,0,0,1,0,0,0,0,0
429,0,0,1,0,0,0,0,0
42nd,0,0,1,0,0,0,0,0
43,0,1,2,0,0,0,0,0
430,0,0,1,0,0,0,0,0
431,0,0,1,0,0,0,0,0
432,0,0,1,0,0,0,0,0
433,0,0,1,0,0,0,0,0
434,0,0,1,0,0,0,0,0
435,0,0,2,0,0,0,0,0
436,0,0,1,0,0,0,0,0
437,0,0,1,0,0,0,0,0
438,0,0,1,0,0,0,0,0
439,0,0,1,0,0,0,0,0
44,0,1,3,0,0,0,0,0
440,0,0,1,0,0,0,0,0
441,0,0,1,0,0,0,0,0
442,0,0,1,0,0,0,0,0
443,0,0,1,0,0,0,0,0
444,0,0,2,0,0,0,0,1
445,0,0,1,0,0,0,0,0
446,0,0,1,0,0,0,0,0
447,0,0,1,0,0,0,0,0
448,0,0,1,0,0,0,0,0
449,0,0,1,0,0,0,0,0
45,1,1,3,0,0,0,0,1
450,0,0,1,0,0,0,0,0
451,0,0,1,0,0,0,0,0
452,0,0,1,0,0,0,0,0
453,0,0,1,0,0,0,0,0
454,0,0,1,0,0,0,0,0
455,0,0,1,0,0,0,0,0
456,0,0,1,0,0,0,0,1
457,0,0,1,0,0,0,0,0
458,0,0,1,0,0,0,0,0
459,0,0,1,0,0,0,0,0
46,0,1,2,0,0,0,0,0
460,0,0,1,0,0,0,0,0
461,0,0,1,0,0,0,0,0
462,0,0,1,0,0,0,0,0
463,0,0,1,0,0,0,0,0
464,0,0,1,0,0,0,0,0
465,0,0,1,0,0,0,0,0
466,0,0,1,0,0,0,0,0
467,0,0,1,0,0,0,0,0
468,0,0,1,0,0,0,0,0
469,0,0,1,0,0,0,0,0
47,0,1,2,0,0,0,0,0
470,0,0,1,0,0,0,0,0
471,0,0,1,0,0,0,0,0
472,0,0,1,0,0,0,0,0
473,0,0,1,0,0,0,0,0
474,0,0,1,0,0,0,0,0
475,0,0,1,0,0,0,0,0
476,0,0,1,0,0,0,0,0
477,0,0,1,0,0,0,0,0
478,0,0,1,0,0,0,0,0
479,0,0,1,0,0,0,0,0
48,0,1,5,0,0,0,0,0
480,0,0,1,0,0,0,0,0
481,0,0,1,0,0,0,0,0
482,0,0,1,0,0,0,0,0
483,0,0,1,0,0,0,0,0
484,0,0,1,0,0,0,0,0
485,0,0,1,0,0,0,0,0
486,0,0,1,0,0,0,0,0
487,0,0,1,0,0,0,0,0
488,0,0,1,0,0,0,0,0
489,0,0,1,0,0,0,0,0
49,0,1,2,0,0,0,0,0
490,0,0,1,0,0,0,0,0
4900,0,0,1,0,0,0,0,0
491,0,0,1,0,0,0,0,0
492,0,0,1,0,0,0,0,0
493,0,0,1,0,0,0,0,0
494,0,0,1,0,0,0,0,0
495,0,0,1,0,0,0,0,0
496,0,0,1,0,0,0,0,0
497,0,0,1,0,0,0,0,0
498,0,0,1,0,0,0,0,0
499,0,0,1,0,0,0,0,0
4androstenediol,0,1,0,0,0,0,0,0
4dangelo,0,0,1,0,0,0,0,0
4diego,0,0,1,0,0,0,0,0
4ever,0,0,1,0,0,0,0,0
4little,0,0,1,0,0,0,0,0
4milli,0,0,1,0,0,0,0,0
4najuly,0,0,1,0,0,0,0,0
4neyo,0,0,1,0,0,0,0,0
4parliament,0,0,1,0,0,0,0,0
4playboi,0,0,1,0,0,0,0,0
4terri,0,0,1,0,0,0,0,0
4thouxanbanfauni,0,0,1,0,0,0,0,0
50,0,1,3,0,0,0,0,2
500,0,0,1,0,0,0,0,0
5050,0,0,0,0,0,0,0,1
50amp,0,0,0,0,1,0,0,0
51,0,1,2,0,0,0,0,1
516pm,0,0,1,0,0,0,0,0
52,0,1,2,0,0,0,0,0
524,0,0,0,0,0,0,0,1
52nd,0,0,1,0,0,0,0,0
53,0,1,2,0,0,0,0,0
54,0,1,2,0,0,0,0,0
54th,0,0,1,0,0,0,0,0
55,0,1,2,0,0,0,0,0
56,0,1,2,0,0,0,0,0
57,0,1,2,0,0,0,0,0
59,0,1,3,0,0,0,0,0
59th,0,0,1,0,0,0,0,0
5cassy,0,0,1,0,0,0,0,0
5girl,0,0,1,0,0,0,0,0
5liam,0,0,1,0,0,0,0,0
5naseptember,0,0,1,0,0,0,0,0
5nebu,0,0,1,0,0,0,0,0
5rich,0,0,1,0,0,0,0,0
5sabrina,0,0,1,0,0,0,0,0
5sophie,0,0,1,0,0,0,0,0
5souls,0,0,1,0,0,0,0,0
5ybn,0,0,1,0,0,0,0,0
6040,0,0,0,0,0,0,0,1
61,0,1,2,0,0,0,0,0
62,0,1,2,0,0,0,0,0
63,0,1,2,0,0,0,0,0
63lw,0,0,1,0,0,0,0,0
64,0,1,2,0,0,0,0,0
65,0,0,2,0,0,1,0,0
66,0,0,2,0,0,0,0,0
67,0,0,2,0,0,0,0,0
6702,0,0,1,0,0,0,0,0
68,0,0,2,0,0,0,0,0
69,0,0,3,0,0,1,1,0
6diego,0,0,1,0,0,0,0,0
6digable,0,0,1,0,0,0,0,0
6freedom,0,0,1,0,0,0,0,0
6hayley,0,0,1,0,0,0,0,0
6hoodrich,0,0,1,0,0,0,0,0
6ix9ine,0,0,1,0,0,0,0,0
6jesse,0,0,1,0,0,0,0,0
6lack,0,0,1,0,0,0,0,0
6naaugust,0,0,1,0,0,0,0,0
6naseptember,0,0,1,0,0,0,0,0
70,0,1,2,0,0,0,0,0
71,0,0,2,0,0,0,0,0
711,0,0,1,0,0,0,1,0
72,0,0,2,0,0,0,0,0
72nd,0,0,1,0,0,0,0,0
73,0,0,2,0,0,0,0,0
74,0,0,2,0,0,0,0,0
75,0,0,2,0,0,0,0,0
76,0,0,2,0,0,0,0,0
77,0,0,2,0,0,0,0,0
77th,0,0,1,0,0,0,0,0
78,0,0,2,0,0,0,0,0
79,0,0,2,0,0,0,0,0
79th,0,0,1,0,0,0,0,0
7aap,0,0,1,0,0,0,0,0
7b5,0,0,1,0,0,0,0,0
7chance,0,0,1,0,0,0,0,0
7hoodrich,0,0,1,0,0,0,0,0
7naseptember,0,0,1,0,0,0,0,0
7rich,0,0,1,0,0,0,0,0
7th,0,0,1,0,0,0,0,0
7the,0,0,1,0,0,0,0,0
7young,0,0,1,0,0,0,0,0
80purppp,0,0,1,0,0,0,0,0
81,0,0,2,0,0,0,0,0
815,0,0,0,0,0,1,0,0
82,0,0,2,0,0,0,0,0
824hrs,0,0,1,0,0,0,0,0
83,0,0,2,0,0,0,0,1
84,0,0,2,0,0,0,0,0
85,0,0,2,0,0,0,0,0
86,0,0,2,0,0,0,0,0
87,0,0,2,0,0,0,0,0
88,0,0,2,0,0,0,0,0
88rising,0,0,1,0,0,0,0,0
88th,0,0,1,0,0,0,0,0
89,0,0,1,0,0,0,0,0
8bali,0,0,1,0,0,0,0,0
8diego,0,0,1,0,0,0,0,0
8jacquees,0,0,1,0,0,0,0,0
8justin,0,0,1,0,0,0,0,0
8naapril,0,0,1,0,0,0,0,0
8playboi,0,0,1,0,0,0,0,0
8pusha,0,0,1,0,0,0,0,0
8tm,0,0,1,0,0,0,0,0
8tory,0,0,1,0,0,0,0,0
90,0,1,3,0,0,0,0,0
900,0,0,0,0,0,1,0,0
91,0,0,2,0,0,0,0,0
92,0,0,2,0,0,0,0,0
922,0,0,1,0,0,0,0,0
93,0,0,3,0,0,0,0,0
94,0,0,3,0,0,0,0,0
95,0,0,3,0,0,0,0,0
96,0,0,2,0,0,0,0,1
97,0,0,2,0,0,0,0,0
98,0,0,2,0,0,0,0,0
99,0,0,2,0,0,0,0,0
995,1,0,0,0,0,0,0,0
9blocboy,0,0,1,0,0,0,0,0
9goonew,0,0,1,0,0,0,0,0
9henry,0,0,1,0,0,0,0,0
9jorja,0,0,1,0,0,0,0,0
9machine,0,0,1,0,0,0,0,0
9naseptember,0,0,1,0,0,0,0,0
9nessly,0,0,1,0,0,0,0,0
9whinnie,0,0,1,0,0,0,0,0
9young,0,0,1,0,0,0,0,0
a1,0,0,1,0,0,0,0,0
a6cording,0,0,1,0,0,0,0,0
aa,0,0,1,0,0,0,0,0
aaaaaah,0,0,0,0,0,1,0,0
aaaah,0,0,0,0,0,1,0,0
aaah,0,0,1,0,0,0,0,0
aah,0,0,0,0,0,2,0,0
aaliyah,0,0,1,0,0,0,0,0
aap,0,0,2,0,0,0,0,0
aaron,0,0,1,0,0,0,0,0
aback,1,0,0,0,0,0,0,0
abadía,0,0,1,0,0,0,0,0
abandon,1,0,1,0,0,2,0,0
abandoned,2,1,1,0,0,1,0,0
abandoning,1,0,0,0,0,0,0,0
abashed,1,0,0,0,0,0,0,0
abattoir,0,0,0,0,0,0,0,1
abba,0,0,1,0,0,0,0,0
abbess,1,0,0,0,0,0,0,0
abbey,0,0,1,0,0,0,0,0
abbreviation,1,0,0,0,0,0,0,0
abby,0,0,1,0,0,0,0,0
abc,0,0,1,0,0,0,0,0
abcd,0,0,1,0,0,0,0,0
abduction,0,0,1,0,0,0,0,0
abel,0,2,1,0,0,0,0,0
abercrombie,0,1,0,0,0,0,0,0
abeyance,1,0,0,0,0,0,0,0
abhorring,0,0,0,0,0,1,0,0
abide,1,0,0,0,0,0,0,0
abiding,1,0,1,0,0,0,0,0
abie,0,0,0,0,0,0,0,1
ability,1,0,1,0,0,0,0,1
ablaze,1,0,0,0,0,1,0,0
able,1,1,2,0,0,2,0,0
abnegation,1,0,0,0,0,0,0,0
abnormal,1,0,1,0,0,0,0,0
abnormality,1,0,0,0,0,0,0,0
aboard,0,0,1,0,0,0,1,0
abode,1,0,0,0,0,0,0,0
abolished,0,0,1,0,0,0,0,0
abolishes,0,0,1,0,0,0,0,0
abominable,1,0,0,0,0,0,0,0
abooze,0,0,0,0,0,1,0,0
abortion,0,0,0,0,0,1,0,0
abound,0,0,1,0,0,0,0,0
about,3,1,4,0,0,2,0,1
aboutface,0,0,1,0,0,0,0,0
above,0,1,5,0,0,1,1,0
abovementioned,0,0,1,0,0,0,0,0
abraxas,0,0,1,0,0,0,0,0
abroad,2,0,1,0,0,1,0,0
abrupt,1,0,0,0,0,1,0,0
abruptly,1,0,0,0,0,0,0,0
absence,3,0,1,0,0,0,0,2
absent,2,0,1,0,0,0,0,0
absently,1,1,0,0,0,1,0,0
absentmindedly,0,0,1,0,0,0,0,0
absoiute,0,0,0,0,0,0,0,1
absoiuteiy,0,0,0,0,0,0,0,1
absolute,1,0,3,0,0,0,0,0
absolutely,1,1,3,0,0,3,0,0
absolve,0,0,0,0,0,1,0,0
absorb,1,1,0,0,0,0,0,0
absorbed,1,0,0,0,0,0,0,0
absorbing,1,0,0,0,0,0,0,0
abstain,1,0,1,0,0,0,0,0
abstaining,1,0,0,0,0,0,0,0
abstention,1,0,0,0,0,0,0,0
abstract,1,1,2,0,0,0,0,0
abstracted,0,0,1,0,0,0,0,0
abstracting,0,0,1,0,0,0,0,0
abstraction,0,0,1,0,0,0,0,0
absurd,1,0,1,0,0,1,1,0
absurdity,1,0,0,0,0,1,0,0
absurdly,1,0,0,0,0,0,0,0
abundance,0,0,2,0,0,0,0,0
abundant,0,0,1,0,0,0,0,1
abundantly,0,0,1,0,0,0,0,0
aburnin,0,0,1,0,0,0,0,0
aburning,0,0,0,0,0,1,0,0
abuse,2,0,2,0,3,1,0,0
abused,1,0,0,0,0,0,0,0
abusing,1,0,0,0,0,0,1,0
abusive,0,1,0,0,0,0,0,0
abutted,1,0,0,0,0,0,0,0
abyss,1,0,1,0,0,0,0,0
acacia,1,0,0,0,0,0,1,0
academe,1,0,0,0,0,0,0,0
academic,1,0,0,0,0,0,0,0
academician,1,0,0,0,0,0,0,0
academy,2,0,0,0,0,0,0,0
acadie,0,0,0,0,0,0,0,1
académie,0,0,0,0,0,0,0,1
acarryin,0,0,0,0,1,0,0,0
accelerate,1,0,0,0,0,0,0,0
accelerator,0,0,1,0,0,0,0,0
accent,1,0,1,0,0,1,0,0
accentuated,1,0,0,0,0,0,0,0
accept,1,0,0,0,0,1,0,0
acceptable,1,0,0,0,0,1,0,0
accepted,1,0,0,0,0,1,0,0
accepting,1,0,0,0,0,0,0,0
access,1,1,1,0,0,0,0,0
accessory,1,0,0,0,0,0,0,0
accident,1,0,3,0,0,0,0,1
accidental,1,0,1,0,0,0,0,0
accidentally,0,0,2,0,0,0,0,0
accommodating,1,0,0,0,0,0,0,0
accompanied,1,0,1,0,0,0,0,0
accompaniment,1,0,0,0,0,0,0,0
accompany,1,0,0,0,0,0,0,0
accompanying,1,0,0,0,0,0,0,0
accomplice,1,0,0,0,0,0,0,0
accomplish,1,0,2,0,0,0,0,0
accomplished,1,0,2,0,0,1,0,0
accomplishes,1,0,0,0,0,0,0,0
accomplishing,0,0,1,0,0,0,0,0
accomplishment,0,0,1,0,0,1,0,0
accord,1,0,1,0,0,0,0,0
accordance,1,0,1,0,0,0,0,0
accorded,1,0,0,0,0,0,0,0
according,1,0,3,0,0,1,0,1
accordingly,1,0,1,0,0,0,0,0
accosted,1,0,0,0,0,0,0,0
accosts,1,0,0,0,0,0,0,0
account,1,0,1,0,0,1,0,0
accountant,0,0,1,0,0,1,0,0
accounted,1,0,1,0,0,0,0,0
accretion,1,0,0,0,0,0,0,0
accrue,0,0,1,0,0,0,0,0
accrued,0,0,1,0,0,0,0,0
accrues,0,0,1,0,0,0,0,0
accumulated,1,0,0,0,0,0,0,0
accumulates,1,0,0,0,0,0,0,0
accuracy,1,0,0,0,0,0,0,0
accurate,1,0,1,0,0,0,0,0
accurately,1,0,0,0,0,0,0,0
accursed,1,0,0,0,0,0,0,0
accusation,0,0,1,0,0,0,0,0
accuse,1,0,0,0,0,0,0,0
accused,1,0,0,0,0,0,0,0
accuser,0,0,0,0,0,0,0,1
accustomed,1,0,0,0,0,0,0,0
acdc,0,0,1,0,0,0,0,0
ace,1,0,1,0,0,1,1,0
aced,0,0,1,0,0,0,0,0
ach,1,0,0,0,0,0,0,0
achanging,0,0,0,0,0,1,0,0
ache,0,0,0,0,0,2,1,0
ached,1,0,0,0,0,0,0,0
achieve,0,0,0,0,0,0,0,1
achieved,1,0,0,0,0,0,0,0
achieves,0,0,1,0,0,0,0,0
aching,0,0,0,0,0,3,1,0
achoo,0,0,1,0,0,0,0,0
achtung,0,0,1,0,0,0,0,0
acid,0,0,1,0,0,0,0,1
acknowledge,1,0,1,0,0,0,0,0
acknowledged,1,0,0,0,0,0,0,0
acknowledgement,0,0,0,0,0,1,0,0
acknowledging,1,0,0,0,0,0,0,0
acoustic,1,0,0,0,0,0,0,0
acquaintance,1,0,0,0,0,0,0,0
acquainted,1,0,0,0,0,1,0,0
acquire,0,0,1,0,0,0,0,0
acquired,1,0,1,0,0,1,0,0
acquires,0,0,1,0,0,0,0,0
acquiring,0,0,1,0,0,0,0,0
acquisition,1,0,1,0,0,1,0,0
acquitted,1,0,0,0,0,0,0,0
acre,0,0,1,0,0,0,0,0
acrobat,0,1,0,0,0,0,0,0
acrobatics,1,0,0,0,0,0,0,0
across,4,1,4,0,1,6,3,2
act,1,1,7,0,0,3,3,3
acted,1,0,1,0,0,0,0,0
actin,1,0,0,0,0,0,0,0
acting,1,1,4,0,1,0,0,0
action,1,0,6,0,0,3,2,0
actionas,0,0,1,0,0,0,0,0
actionpacked,0,0,1,0,0,0,0,0
actions,1,0,0,0,0,0,0,0
actionsof,0,0,1,0,0,0,0,0
activate,0,0,1,0,0,0,0,0
activated,0,0,2,0,0,0,0,0
active,1,0,1,0,0,0,0,0
actively,0,0,1,0,0,0,0,0
activity,1,0,2,0,0,0,0,0
actor,1,0,2,0,0,2,0,0
actress,1,0,1,0,0,0,0,0
acts,0,0,1,0,0,0,0,0
actuai,0,0,0,0,0,0,0,1
actuaiiy,0,0,0,0,0,0,0,1
actual,1,1,1,0,0,0,0,0
actuality,0,0,2,0,0,0,0,0
actualize,0,0,1,0,0,0,0,0
actualized,0,0,1,0,0,0,0,0
actualizes,0,0,1,0,0,0,0,0
actualizing,0,0,1,0,0,0,0,0
actually,1,1,5,0,0,0,0,1
actuated,0,0,1,0,0,0,0,0
acute,0,1,0,0,0,1,0,0
acutely,1,0,0,0,0,0,0,0
acuteness,0,0,1,0,0,0,0,0
ad,0,0,1,0,0,1,0,0
adam,0,0,1,0,0,0,0,0
adamn,0,0,1,0,0,0,0,0
adapt,1,0,0,0,0,0,0,0
adaptability,0,0,1,0,0,0,0,0
adapted,1,0,1,0,0,0,0,0
add,1,1,2,0,0,1,0,2
added,1,0,1,0,0,1,0,0
adderall,0,1,0,0,0,0,0,0
addict,0,0,1,0,0,0,0,1
addicted,1,0,1,0,0,0,0,0
addiction,0,0,2,0,0,0,0,0
adding,1,0,1,0,0,0,0,1
addition,1,0,1,0,0,0,0,0
additional,1,0,1,0,0,0,0,0
address,1,1,2,0,0,2,0,0
addressed,1,1,1,0,0,1,0,0
addressing,1,0,0,0,0,1,0,0
adduced,0,0,1,0,0,0,0,0
adduces,0,0,1,0,0,0,0,0
adducing,0,0,1,0,0,0,0,0
adelphi,0,0,0,0,0,1,0,0
adequate,1,0,1,0,0,0,0,0
adequately,0,0,1,0,0,0,0,0
adhere,1,0,0,0,0,0,0,0
adhered,1,0,0,0,0,0,0,0
adherent,1,0,0,0,0,0,0,0
adhering,0,0,1,0,0,0,0,0
adidon,0,0,1,0,0,0,0,0
adieu,0,0,0,0,0,1,0,0
adjective,1,0,0,0,0,0,0,0
adjoining,1,0,0,0,0,0,0,0
adjourned,0,0,0,0,0,1,0,0
adjured,1,0,0,0,0,0,0,0
adjust,0,0,1,0,0,0,0,0
adjustment,0,0,1,0,0,0,0,0
adjutant,1,0,0,0,0,0,0,0
administered,1,0,0,0,0,0,0,0
administering,1,0,0,0,0,0,0,0
admirable,1,0,0,0,0,0,0,0
admirably,2,0,0,0,0,0,0,0
admiration,1,0,1,0,0,0,0,0
admire,1,1,1,0,0,2,0,0
admired,1,0,1,0,0,1,0,0
admirer,1,0,0,0,0,1,0,0
admires,1,1,0,0,0,0,0,0
admiring,1,0,1,0,0,0,0,0
admiringly,1,0,0,0,0,0,0,0
admissible,1,0,0,0,0,0,0,0
admission,1,0,1,0,0,0,0,1
admit,2,1,3,0,0,2,0,0
admits,1,0,2,0,0,0,0,0
admitted,1,0,1,0,0,0,0,0
admitting,1,0,1,0,0,0,0,0
admixture,0,0,1,0,0,0,0,0
admonition,0,0,0,0,0,1,0,0
admre,0,0,1,0,0,0,0,0
adolphe,1,0,0,0,0,0,0,0
adopt,1,0,1,0,0,0,0,0
adopted,1,0,0,0,0,0,0,0
adopting,1,1,0,0,0,0,0,0
adoption,1,0,0,0,0,0,0,0
adorable,2,0,1,0,0,0,0,0
adore,2,1,0,0,0,0,0,0
adored,1,0,0,0,0,0,0,0
adorned,1,0,0,0,0,0,0,0
adornment,1,0,0,0,0,0,0,0
adrenaline,0,0,1,0,0,0,0,0
adreyn,0,0,1,0,0,0,0,0
adrianople,1,0,0,0,0,0,0,0
adrift,0,0,0,0,0,1,0,0
adroitly,1,0,0,0,0,0,0,0
adult,0,1,1,0,0,0,0,0
adulterer,0,0,1,0,0,0,0,0
adulterers,0,0,1,0,0,0,0,0
advance,2,0,1,0,0,3,0,0
advanced,1,0,2,0,0,1,0,0
advancing,1,0,0,0,0,0,0,0
advantage,2,1,0,0,1,0,0,0
adventure,1,0,1,0,1,0,0,1
adversary,1,0,1,0,0,1,0,0
adverse,1,0,0,0,0,0,0,0
advert,0,0,0,0,0,0,0,1
advertise,1,0,0,0,0,0,0,0
advertisement,1,0,0,0,0,0,0,0
advertising,1,0,1,0,0,0,0,0
advice,2,0,0,0,0,1,1,2
advise,1,0,1,0,0,0,0,0
advised,1,0,0,0,0,0,0,0
advising,1,0,0,0,0,0,0,0
advocate,1,0,1,0,0,0,0,0
adyin,0,0,0,0,0,0,1,0
adying,0,0,0,0,1,0,0,0
aegis,1,0,0,0,0,0,0,0
aeolus,1,0,0,0,0,0,0,0
aeonial,1,0,0,0,0,0,0,0
aerial,1,0,1,0,0,0,0,0
aerobics,0,0,1,0,0,0,0,0
aeroplane,0,0,0,0,0,0,2,0
aerosmith,0,0,1,0,0,0,0,0
aerosol,0,0,1,0,0,0,0,0
aesthete,1,0,0,0,0,0,0,0
aesthetic,1,0,0,0,0,0,0,0
af,0,0,1,0,0,0,0,0
afar,1,0,0,0,0,0,0,0
affability,1,0,0,0,0,0,0,0
affable,1,0,0,0,0,0,0,0
affair,2,0,2,0,0,1,0,2
affaires,1,0,0,0,0,0,0,0
affect,1,0,0,0,0,0,0,0
affectation,1,0,0,0,0,0,0,0
affected,2,0,2,0,0,0,0,0
affection,1,0,2,0,1,1,0,1
affectionate,1,0,0,0,0,0,0,0
affiliated,1,0,0,0,0,0,0,0
affinity,0,0,1,0,0,0,0,0
affirm,1,0,1,0,0,0,0,0
affirmation,1,0,2,0,0,0,0,0
affirmative,1,0,1,0,0,0,0,0
affirmed,0,0,1,0,0,0,0,0
affirming,0,0,1,0,0,0,0,0
affirms,0,0,1,0,0,0,0,0
afflicted,0,0,1,0,0,0,0,0
afflicting,1,0,0,0,0,0,0,0
affliction,1,0,0,0,0,0,0,0
afford,1,1,1,0,0,1,0,0
afforded,1,0,0,0,0,0,0,0
affording,1,0,0,0,0,0,0,0
affords,0,0,0,0,0,1,0,0
afield,1,0,0,0,0,0,0,0
aflashin,0,0,0,0,1,0,0,0
aflower,1,0,0,0,0,0,0,0
aforesaid,0,0,1,0,0,0,0,0
afraid,5,0,3,0,6,3,2,1
afresh,1,0,0,0,0,0,0,0
africa,1,0,0,0,0,0,0,0
afrodisiac,0,0,1,0,0,0,0,0
after,2,0,2,0,0,1,0,0
afterglow,1,0,0,0,0,1,0,0
aftermath,0,0,1,0,0,0,0,0
afternoon,2,1,1,0,1,1,0,1
afterparty,0,0,1,0,0,0,0,0
afterwards,2,0,1,0,0,0,0,0
again,4,2,3,0,0,7,3,4
age,5,1,4,0,1,5,2,4
aged,1,0,0,0,0,1,0,0
ageing,1,0,0,0,0,1,0,0
ageless,0,0,0,0,0,1,0,0
agency,1,0,2,0,0,0,0,0
agenda,1,0,0,0,0,0,0,0
agent,1,0,4,0,0,1,0,0
agentwhich,0,0,1,0,0,0,0,0
ages,0,0,1,0,0,0,0,0
agglutination,1,0,0,0,0,0,0,0
aggravated,1,0,0,0,0,0,0,0
aggravates,1,0,0,0,0,0,0,0
aggregate,0,0,1,0,0,0,0,0
aggression,0,0,1,0,0,0,0,0
aggressive,1,1,1,0,0,0,0,0
aghast,0,0,1,0,0,0,0,0
agile,1,0,0,0,0,1,0,0
agility,0,0,0,0,0,0,0,1
agincourt,0,0,0,0,0,1,0,0
aging,0,0,0,0,0,0,0,1
agitated,1,0,0,0,0,0,0,0
agitation,1,0,0,0,0,0,0,0
agitator,1,0,0,0,0,0,0,0
agnez,0,0,1,0,0,0,0,0
ago,2,1,4,0,2,6,1,4
agony,1,0,1,0,0,1,0,0
agree,1,2,1,0,1,1,0,1
agreeable,1,0,0,0,0,0,0,0
agreed,1,0,0,0,0,2,0,0
agreeing,0,0,0,0,0,1,0,0
agreement,1,0,2,0,0,0,0,0
agrees,0,0,2,0,0,0,0,0
agrigente,1,0,0,0,0,0,0,0
agrippa,0,0,0,0,0,1,0,0
aguilera,0,0,1,0,0,0,0,0
ah,8,2,1,0,11,18,10,8
ahah,1,1,0,0,0,1,1,0
ahahah,1,1,0,0,0,0,0,0
ahahahah,0,0,0,0,0,1,0,0
ahahahahah,0,0,0,0,0,0,1,0
ahahooh,1,0,0,0,0,0,0,0
ahangin,0,0,0,0,0,1,0,0
ahappenin,0,0,0,0,1,0,0,0
ahaw,0,0,0,0,0,1,0,0
ahe,0,0,1,0,0,0,0,0
ahead,1,0,2,0,0,2,2,2
aheading,0,0,0,0,0,1,0,0
ahh,1,0,0,1,2,3,0,0
ahha,1,0,0,0,0,1,1,0
ahhaha,1,0,0,0,0,0,0,0
ahhoo,0,0,0,0,0,1,0,0
ahold,0,0,1,0,0,0,0,0
ahora,1,0,0,0,0,0,0,0
ahurting,0,0,0,0,0,1,0,0
ahvays,1,0,0,0,0,0,0,0
ahyayayayayaya,0,0,0,0,0,1,0,0
ahyayayayayayaya,0,0,0,0,0,1,0,0
ahyayayayayayayayayaya,0,0,0,0,0,1,0,0
ahyayayayayayayayayayaya,0,0,0,0,0,1,0,0
aian,0,0,0,0,0,0,0,1
aians,0,0,0,0,0,0,0,1
aibum,0,0,0,0,0,0,0,1
aid,1,0,3,0,0,0,0,0
aide,0,0,1,0,0,0,0,0
aided,0,0,1,0,0,0,0,0
aie,0,0,0,0,0,0,0,2
aigrette,1,0,0,0,0,0,0,0
aii,0,0,0,0,0,0,0,1
aiice,0,0,0,0,0,0,0,1
aiienation,0,0,0,0,0,0,0,1
aiiens,0,0,0,0,0,0,0,1
aiiowance,0,0,0,0,0,0,0,1
ailment,1,0,0,0,0,0,0,0
aim,1,0,3,0,0,1,0,0
aimed,1,0,1,0,0,0,1,0
aimes,0,0,1,0,0,0,0,0
aiming,0,0,1,0,0,0,0,0
aimless,1,0,0,0,0,0,0,0
aimé,2,0,0,0,0,0,0,0
ain,1,0,0,0,0,2,1,0
aint,7,0,4,1,12,30,13,10
aiong,0,0,0,0,0,0,0,1
aipheus,1,0,0,0,0,0,0,0
air,2,1,7,0,2,10,3,5
airborne,0,1,0,0,0,0,0,0
aiready,0,0,0,0,0,0,0,1
airily,1,0,0,0,0,0,0,0
airplane,0,1,2,0,0,0,1,0
airport,0,1,1,0,0,1,0,0
airs,1,0,0,0,0,0,0,0
airshaft,0,0,1,0,0,0,0,0
airtrains,0,0,1,0,0,0,0,0
airwave,0,0,0,0,0,0,1,1
airy,1,0,0,0,0,1,0,0
aisle,0,1,0,0,0,1,0,0
aiso,0,0,0,0,0,0,0,1
aitchin,0,0,1,0,0,1,0,0
aithough,0,0,0,0,0,0,0,1
aiways,0,0,0,0,0,0,0,1
aj,1,0,0,0,0,0,0,0
aja,0,0,1,0,0,0,0,0
aja9,0,0,1,0,0,0,0,0
ajar,1,0,0,0,0,1,0,0
ajr,0,0,1,0,0,0,0,0
aka,0,0,0,0,0,0,0,1
akiddin,0,0,0,0,1,0,0,0
akin,1,0,1,0,0,1,0,0
akinyemi,0,0,1,0,0,0,0,0
aknockin,0,0,0,0,0,1,0,0
al,0,0,2,0,0,0,0,0
ala,1,0,1,0,0,1,0,0
alabama,1,0,1,0,0,1,0,0
alabamy,0,0,0,0,0,1,0,0
alabaster,1,0,0,0,0,0,0,0
aladdin,0,0,1,0,1,0,0,0
alain,0,0,0,0,0,0,0,1
alan,0,0,1,0,0,0,0,0
alanis,0,0,1,0,0,0,0,0
alarm,1,0,3,0,1,2,0,0
alarmed,1,0,1,0,0,2,0,0
alarming,1,0,0,0,0,0,0,1
alarum,1,0,0,0,0,0,0,0
albatross,0,0,0,0,0,0,0,1
albeit,1,0,0,0,0,0,0,0
albert,0,0,1,0,1,0,0,0
albertine,2,0,0,0,0,0,0,0
albino,0,0,0,0,0,0,0,1
album,1,0,2,0,0,0,1,2
albumen,2,0,0,0,0,0,0,0
albuminous,1,0,0,0,0,0,0,0
albuminuria,1,0,0,0,0,0,0,0
alchemy,0,0,1,0,0,0,0,0
